run_id,config,incident_id,complexity,latency_s,success,workload,justified,alpha,noise_sigma,is_attacked,attack_detected,pof,fatigue_mult,total_cost,window_var_feature
0,rules,20,low,39699.8,1,40.26,0,0.003067,0.01,0,0,0.0,2.747,12100,4.202e-05
0,rules,21,high,194182.93,0,39.13,0,0.014909,0.03,1,0,0.0,2.626,1500100,0.00010534
0,rules,22,medium,18447.02,1,35.77,0,0.005534,0.02,0,0,0.0,2.295,12100,1.96e-05
0,rules,23,high,11623.77,0,27.39,0,0.010456,0.03,0,0,0.0,1.642,1500100,3.921e-05
0,rules,24,high,203480.63,0,30.51,0,0.01219,0.03,1,0,0.0,1.86,1500100,7.681e-05
0,rules,25,high,7687.74,0,34.31,0,0.011482,0.03,0,0,0.0,2.165,1500100,7.28e-06
0,rules,26,high,194867.91,0,36.65,0,0.010863,0.03,1,0,0.0,2.377,1500100,0.00013514
0,rules,27,high,21718.26,0,27.92,0,0.006021,0.03,0,0,0.0,1.677,1500100,2.389e-05
0,rules,28,low,41826.83,1,29.03,0,0.002783,0.01,0,0,0.0,1.753,12100,0.00013039
0,rules,29,high,2277.68,0,30.64,0,0.013525,0.03,0,0,0.0,1.869,1500100,8.8e-06
0,rules,30,high,12392.6,0,33.55,0,0.012481,0.03,0,0,0.0,2.1,1500100,4.16e-06
0,rules,31,high,6599.48,0,35.03,0,0.011746,0.03,0,0,0.0,2.228,1500100,2.164e-05
0,rules,32,low,45091.65,1,30.12,0,0.003229,0.01,0,0,0.0,1.831,12100,6.856e-05
0,rules,33,low,50503.13,1,30.81,0,0.003119,0.01,0,0,0.0,1.882,12100,4.243e-05
0,rules,34,low,58062.46,1,31.87,0,0.003002,0.01,0,0,0.0,1.963,12100,0.00010258
0,rules,35,high,4427.52,0,29.42,0,0.011579,0.03,0,0,0.0,1.78,1500100,1.859e-05
0,rules,36,low,47619.21,1,35.88,0,0.002698,0.01,0,0,0.0,2.305,12100,9.788e-05
0,rules,37,high,206384.39,0,32.46,0,0.013595,0.03,1,0,0.0,2.01,1500100,0.00011047
0,rules,38,medium,28863.62,1,24.82,0,0.005345,0.02,0,0,0.0,1.481,12100,4.47e-06
0,rules,39,medium,24606.51,0,39.43,0,0.007011,0.02,0,0,0.0,2.657,1500100,1.174e-05
0,rules,40,high,6578.51,0,37.66,0,0.013717,0.03,0,0,0.0,2.475,1500100,0.0
0,rules,41,high,11654.89,1,35.79,0,0.00923,0.03,0,0,0.0,2.297,12100,4.27e-06
0,rules,42,medium,14473.3,1,29.29,0,0.004836,0.02,0,0,0.0,1.771,12100,2.644e-05
0,rules,43,low,49746.18,1,27.64,0,0.002367,0.01,0,0,0.0,1.658,12100,4.141e-05
0,rules,44,high,9856.15,0,37.57,0,0.012407,0.03,0,0,0.0,2.467,1500100,2.192e-05
0,rules,45,high,10182.41,0,27.43,0,0.014907,0.03,0,0,0.0,1.644,1500100,1.197e-05
0,rules,46,high,13750.5,0,22.99,0,0.009418,0.03,0,0,0.0,1.376,1500100,3.15e-06
0,rules,47,low,41805.18,0,18.74,0,0.00276,0.01,0,0,0.0,1.161,1500100,1.234e-05
0,rules,48,high,13435.02,0,28.5,0,0.007733,0.03,0,0,0.0,1.716,1500100,2.7e-06
0,rules,49,high,15950.32,0,32.11,0,0.011825,0.03,0,0,0.0,1.982,1500100,2.137e-05
0,rules,50,medium,9442.73,0,31.92,0,0.005012,0.02,0,0,0.0,1.968,1500100,6.72e-06
0,rules,51,low,24550.53,0,26.32,0,0.002804,0.01,0,0,0.0,1.573,1500100,0.00011874
0,rules,52,medium,28900.24,1,31.36,0,0.004055,0.02,0,0,0.0,1.924,12100,8.05e-06
0,rules,53,medium,9100.45,1,34.5,0,0.00713,0.02,0,0,0.0,2.181,12100,1.547e-05
0,rules,54,medium,12688.23,0,31.28,0,0.006579,0.02,0,0,0.0,1.918,1500100,4.97e-06
0,rules,55,low,36839.32,1,42.58,0,0.0028,0.01,0,0,0.0,3.014,12100,4.577e-05
0,rules,56,low,58740.63,1,23.15,0,0.003204,0.01,0,0,0.0,1.385,12100,5.358e-05
0,rules,57,low,57731.01,1,38.07,0,0.002873,0.01,0,0,0.0,2.516,12100,2.333e-05
0,rules,58,high,10187.82,1,32.13,0,0.011063,0.03,0,0,0.0,1.984,12100,3.9e-07
0,rules,59,low,46498.02,1,30.8,0,0.002924,0.01,0,0,0.0,1.881,12100,1.7e-06
0,rules,60,low,50830.95,0,29.45,0,0.003387,0.01,0,0,0.0,1.782,1500100,1.67e-06
0,rules,61,high,8744.12,0,32.08,0,0.010764,0.03,0,0,0.0,1.98,1500100,1.589e-05
0,rules,62,low,96943.68,0,34.88,0,0.00296,0.01,1,0,0.0,2.215,1500100,0.00013245
0,rules,63,high,11956.57,0,23.71,0,0.012992,0.03,0,0,0.0,1.417,1500100,1.76e-06
0,rules,64,medium,23463.8,1,26.81,0,0.005566,0.02,0,0,0.0,1.604,12100,6.81e-06
0,rules,65,medium,184397.18,0,27.44,0,0.003766,0.02,1,0,0.0,1.645,1500100,0.00011217
0,rules,66,medium,20590.63,0,26.89,0,0.006321,0.02,0,0,0.0,1.609,1500100,4.12e-06
0,rules,67,medium,177208.18,0,25.51,0,0.005396,0.02,1,0,0.0,1.523,1500100,0.00010424
0,rules,68,high,198822.8,0,24.78,0,0.01455,0.03,1,0,0.0,1.479,1500100,8.353e-05
0,rules,69,low,53727.61,0,34.83,0,0.002132,0.01,0,0,0.0,2.21,1500100,7.843e-05
0,rules,70,low,71329.44,1,26.83,0,0.002252,0.01,0,0,0.0,1.605,12100,0.00014429
0,rules,71,high,8014.48,1,30.17,0,0.0099,0.03,0,0,0.0,1.834,12100,1.765e-05
0,rules,72,high,2247.53,0,28.39,0,0.012693,0.03,0,0,0.0,1.709,1500100,2.33e-05
0,rules,73,low,50114.03,1,36.39,0,0.002817,0.01,0,0,0.0,2.353,12100,2.161e-05
0,rules,74,low,30672.54,1,31.82,0,0.003383,0.01,0,0,0.0,1.96,12100,4.903e-05
0,rules,75,high,5143.89,1,29.88,0,0.010402,0.03,0,0,0.0,1.814,12100,8.75e-06
0,rules,76,low,33549.58,1,30.61,0,0.003188,0.01,0,0,0.0,1.867,12100,3.13e-05
0,rules,77,medium,24577.03,0,33.51,0,0.007948,0.02,0,0,0.0,2.097,1500100,2.683e-05
0,rules,78,high,8752.28,0,31.7,0,0.012433,0.03,0,0,0.0,1.951,1500100,1.778e-05
0,rules,79,high,5887.09,1,30.1,0,0.013734,0.03,0,0,0.0,1.829,12100,1.34e-06
0,rules,80,low,111694.81,0,32.64,0,0.003041,0.01,1,0,0.0,2.025,1500100,6.06e-05
0,rules,81,medium,202064.34,0,32.01,0,0.006583,0.02,1,0,0.0,1.974,1500100,0.00013397
0,rules,82,medium,28898.72,1,39.23,0,0.005403,0.02,0,0,0.0,2.636,12100,2.293e-05
0,rules,83,high,9820.5,0,33.29,0,0.012476,0.03,0,0,0.0,2.079,1500100,7.19e-06
0,rules,84,high,4830.73,0,39.1,0,0.009835,0.03,0,0,0.0,2.623,1500100,1.189e-05
0,rules,85,medium,12326.32,0,31.55,0,0.007055,0.02,0,0,0.0,1.939,1500100,2.546e-05
0,rules,86,low,51211.64,1,33.21,0,0.002929,0.01,0,0,0.0,2.072,12100,3.839e-05
0,rules,87,high,6217.34,0,32.01,0,0.014359,0.03,0,0,0.0,1.974,1500100,1.571e-05
0,rules,88,low,55159.69,1,34.52,0,0.002988,0.01,0,0,0.0,2.183,12100,2.207e-05
0,rules,89,high,10974.58,1,38.24,0,0.009562,0.03,0,0,0.0,2.533,12100,2.449e-05
0,rules,90,high,9868.97,0,31.78,0,0.009481,0.03,0,0,0.0,1.956,1500100,2.194e-05
0,rules,91,high,14488.23,0,28.2,0,0.011997,0.03,0,0,0.0,1.696,1500100,1.57e-06
0,rules,92,high,6610.15,0,31.95,0,0.011266,0.03,0,0,0.0,1.97,1500100,1.182e-05
0,rules,93,medium,193413.52,0,36.92,0,0.00675,0.02,1,0,0.0,2.403,1500100,9.69e-05
0,rules,94,low,54430.91,1,26.91,0,0.002975,0.01,0,0,0.0,1.61,12100,3.219e-05
0,rules,95,high,9803.39,0,27.77,0,0.012409,0.03,0,0,0.0,1.666,1500100,1.199e-05
0,rules,96,low,58775.63,1,30.35,0,0.003048,0.01,0,0,0.0,1.848,12100,9.85e-05
0,rules,97,low,51933.54,1,33.68,0,0.002364,0.01,0,0,0.0,2.111,12100,2.825e-05
0,rules,98,medium,7685.14,1,37.4,0,0.005649,0.02,0,0,0.0,2.45,12100,1.721e-05
0,rules,99,high,10915.14,0,32.58,0,0.01084,0.03,0,0,0.0,2.02,1500100,3.77e-06
0,rules,100,medium,190890.73,0,30.1,0,0.006465,0.02,1,0,0.0,1.829,1500100,0.00010526
0,rules,101,medium,4030.05,1,27.66,0,0.00624,0.02,0,0,0.0,1.659,12100,2.327e-05
0,rules,102,low,59865.45,0,35.48,0,0.002852,0.01,0,0,0.0,2.269,1500100,2.755e-05
0,rules,103,high,9144.11,0,39.78,0,0.009412,0.03,0,0,0.0,2.694,1500100,1.966e-05
0,rules,104,high,3313.99,1,31.13,0,0.010725,0.03,0,0,0.0,1.906,12100,2.88e-06
0,rules,105,medium,23144.87,0,37.63,0,0.004948,0.02,0,0,0.0,2.472,1500100,2.368e-05
0,rules,106,medium,27426.67,0,28.14,0,0.006299,0.02,0,0,0.0,1.691,1500100,3.38e-06
0,rules,107,low,50118.17,1,28.19,0,0.002881,0.01,0,0,0.0,1.695,12100,2.09e-05
0,rules,108,medium,12694.01,1,31.47,0,0.006695,0.02,0,0,0.0,1.932,12100,3.638e-05
0,rules,109,high,6255.61,0,32.18,0,0.010965,0.03,0,0,0.0,1.988,1500100,1.005e-05
0,rules,110,medium,32493.69,0,31.9,0,0.005075,0.02,0,0,0.0,1.966,1500100,1.78e-05
0,rules,111,medium,15206.35,0,32.17,0,0.003961,0.02,0,0,0.0,1.987,1500100,3.533e-05
0,rules,112,low,22410.9,0,37.38,0,0.00234,0.01,0,0,0.0,2.448,1500100,0.00012616
0,rules,113,high,2983.24,0,29.57,0,0.012516,0.03,0,0,0.0,1.791,1500100,1.626e-05
0,rules,114,low,58406.98,1,33.95,0,0.003182,0.01,0,0,0.0,2.134,12100,9.807e-05
0,rules,115,medium,6967.94,0,37.47,0,0.006184,0.02,0,0,0.0,2.456,1500100,2.82e-05
0,rules,116,low,57295.08,1,28.02,0,0.002616,0.01,0,0,0.0,1.683,12100,0.00013073
0,rules,117,high,10189.95,0,30.45,0,0.012385,0.03,0,0,0.0,1.855,1500100,7.84e-06
0,rules,118,low,50113.53,0,28.33,0,0.003708,0.01,0,0,0.0,1.704,1500100,0.00011094
0,rules,119,low,92967.0,0,26.09,0,0.003039,0.01,1,0,0.0,1.558,1500100,0.00010678
1,rules,0,medium,181176.96,0,30.51,0,0.006678,0.02,1,0,0.0,1.859,1500100,9.714e-05
1,rules,1,medium,199862.21,0,30.75,0,0.007097,0.02,1,0,0.0,1.878,1500100,8.96e-05
1,rules,2,high,2634.25,0,28.42,0,0.013098,0.03,0,0,0.0,1.711,1500100,5.27e-06
1,rules,3,low,40034.87,1,26.92,0,0.002969,0.01,0,0,0.0,1.611,12100,0.00016261
1,rules,4,medium,196646.4,0,34.63,0,0.005051,0.02,1,0,0.0,2.193,1500100,0.00015152
1,rules,5,high,8369.27,0,30.15,0,0.013269,0.03,0,0,0.0,1.833,1500100,5.3e-06
1,rules,6,low,61667.9,0,35.89,0,0.002159,0.01,1,0,0.0,2.306,1500100,0.00011328
1,rules,7,medium,23475.06,0,29.18,0,0.005844,0.02,0,0,0.0,1.763,1500100,1.323e-05
1,rules,8,high,8425.31,1,34.33,0,0.010424,0.03,0,0,0.0,2.167,12100,3.25e-06
1,rules,9,high,9495.66,1,37.31,0,0.008772,0.03,0,0,0.0,2.441,12100,3.683e-05
1,rules,10,medium,14124.44,1,31.99,0,0.005126,0.02,0,0,0.0,1.973,12100,1.616e-05
1,rules,11,medium,14122.49,0,29.64,0,0.004415,0.02,0,0,0.0,1.796,1500100,1.1e-06
1,rules,12,low,55508.56,1,26.51,0,0.003463,0.01,0,0,0.0,1.585,12100,2.685e-05
1,rules,13,low,44008.06,1,32.74,0,0.003362,0.01,0,0,0.0,2.033,12100,5.023e-05
1,rules,14,medium,17343.63,1,25.69,0,0.007558,0.02,0,0,0.0,1.534,12100,1.94e-05
1,rules,15,low,43632.1,1,32.85,0,0.002708,0.01,0,0,0.0,2.042,12100,3e-05
1,rules,16,low,42917.93,1,36.5,0,0.00304,0.01,0,0,0.0,2.363,12100,0.00010839
1,rules,17,low,54829.64,1,36.12,0,0.002653,0.01,0,0,0.0,2.327,12100,0.00011971
1,rules,18,high,2975.02,0,24.87,0,0.008922,0.03,0,0,0.0,1.484,1500100,2.206e-05
1,rules,19,low,49097.59,1,39.75,0,0.002965,0.01,0,0,0.0,2.691,12100,0.00016546
1,rules,20,low,58399.98,0,33.11,0,0.002874,0.01,0,0,0.0,2.063,1500100,1.095e-05
1,rules,21,low,122871.36,0,38.8,0,0.002069,0.01,1,0,0.0,2.591,1500100,6.717e-05
1,rules,22,high,9845.55,0,34.09,0,0.012946,0.03,0,0,0.0,2.146,1500100,9.99e-06
1,rules,23,medium,3320.99,1,30.24,0,0.004962,0.02,0,0,0.0,1.84,12100,9.7e-06
1,rules,24,medium,23108.98,0,21.6,0,0.005558,0.02,0,0,0.0,1.302,1500100,4.82e-06
1,rules,25,low,44714.63,0,32.34,0,0.002129,0.01,0,0,0.0,2.001,1500100,9.955e-05
1,rules,26,medium,11588.08,0,30.89,0,0.004156,0.02,0,0,0.0,1.888,1500100,7.65e-06
1,rules,27,medium,16632.35,1,34.83,0,0.005601,0.02,0,0,0.0,2.211,12100,1.916e-05
1,rules,28,medium,171828.51,0,37.4,0,0.005912,0.02,1,0,0.0,2.45,1500100,0.00014744
1,rules,29,low,52315.8,1,42.96,0,0.002716,0.01,0,0,0.0,3.059,12100,1.632e-05
1,rules,30,low,54815.68,0,37.76,0,0.0031,0.01,0,0,0.0,2.485,1500100,0.00011287
1,rules,31,low,36127.5,0,40.38,0,0.003082,0.01,0,0,0.0,2.76,1500100,2.08e-05
1,rules,32,medium,29977.08,1,32.29,0,0.00485,0.02,0,0,0.0,1.997,12100,4.142e-05
1,rules,33,high,14512.73,1,24.59,0,0.011852,0.03,0,0,0.0,1.467,12100,1.708e-05
1,rules,34,medium,26713.63,1,26.7,0,0.00667,0.02,0,0,0.0,1.597,12100,1.022e-05
1,rules,35,high,10228.84,1,36.06,0,0.00995,0.03,0,0,0.0,2.322,12100,1.484e-05
1,rules,36,medium,188366.18,0,31.76,0,0.006951,0.02,1,0,0.0,1.955,1500100,0.00015823
1,rules,37,medium,9843.44,1,35.37,0,0.006433,0.02,0,0,0.0,2.258,12100,2.171e-05
1,rules,38,low,70990.95,0,30.45,0,0.001928,0.01,0,0,0.0,1.855,1500100,0.00016173
1,rules,39,medium,12674.72,1,34.93,0,0.00758,0.02,0,0,0.0,2.219,12100,2.124e-05
1,rules,40,medium,17000.53,0,28.89,0,0.004945,0.02,0,0,0.0,1.743,1500100,2.797e-05
1,rules,41,low,44028.52,1,34.49,0,0.003167,0.01,0,0,0.0,2.181,12100,4.024e-05
1,rules,42,high,1526.28,0,29.41,0,0.014196,0.03,0,0,0.0,1.78,1500100,2.52e-06
1,rules,43,low,40392.88,1,36.25,0,0.003584,0.01,0,0,0.0,2.34,12100,1.812e-05
1,rules,44,low,50863.97,1,38.1,0,0.002678,0.01,0,0,0.0,2.519,12100,3.674e-05
1,rules,45,low,38590.56,1,31.57,0,0.003604,0.01,0,0,0.0,1.94,12100,0.00013161
1,rules,46,low,103777.51,0,29.76,0,0.003576,0.01,1,0,0.0,1.804,1500100,9.734e-05
1,rules,47,low,50814.09,1,29.15,0,0.002964,0.01,0,0,0.0,1.761,12100,3.309e-05
1,rules,48,low,87580.72,0,36.66,0,0.002051,0.01,0,0,0.0,2.378,1500100,8.809e-05
1,rules,49,low,74584.61,1,29.73,0,0.001953,0.01,0,0,0.0,1.802,12100,4.054e-05
1,rules,50,high,5842.72,0,23.79,0,0.008989,0.03,0,0,0.0,1.421,1500100,6.04e-06
1,rules,51,high,10534.65,0,26.94,0,0.011494,0.03,0,0,0.0,1.612,1500100,1.076e-05
1,rules,52,low,55162.95,1,37.1,0,0.002971,0.01,0,0,0.0,2.42,12100,1.577e-05
1,rules,53,low,52252.85,1,30.45,0,0.002932,0.01,0,0,0.0,1.855,12100,2.601e-05
1,rules,54,medium,18088.8,1,29.33,0,0.006561,0.02,0,0,0.0,1.774,12100,3.81e-06
1,rules,55,low,32469.98,1,31.49,0,0.003368,0.01,0,0,0.0,1.934,12100,3.713e-05
1,rules,56,high,4827.29,0,36.64,0,0.014174,0.03,0,0,0.0,2.377,1500100,2.73e-06
1,rules,57,medium,10178.12,0,32.62,0,0.006194,0.02,0,0,0.0,2.023,1500100,4.03e-06
1,rules,58,low,53719.04,1,32.11,0,0.002861,0.01,0,0,0.0,1.982,12100,8.99e-06
1,rules,59,medium,15188.67,0,31.54,0,0.005931,0.02,0,0,0.0,1.938,1500100,3.014e-05
1,rules,60,high,4475.67,0,34.19,0,0.012359,0.03,0,0,0.0,2.154,1500100,2.267e-05
1,rules,61,high,4414.37,0,29.08,0,0.014477,0.03,0,0,0.0,1.756,1500100,1.896e-05
1,rules,62,medium,198791.57,0,28.02,0,0.007041,0.02,1,0,0.0,1.683,1500100,0.00010394
1,rules,63,low,55885.2,0,30.35,0,0.002842,0.01,0,0,0.0,1.848,1500100,2.351e-05
1,rules,64,medium,186211.36,0,33.41,0,0.005009,0.02,1,0,0.0,2.088,1500100,8.405e-05
1,rules,65,low,50128.59,1,29.53,0,0.003598,0.01,0,0,0.0,1.788,12100,3.934e-05
1,rules,66,low,57310.88,1,30.69,0,0.003197,0.01,0,0,0.0,1.873,12100,0.0001096
1,rules,67,high,5236.59,0,40.3,0,0.009566,0.03,0,0,0.0,2.751,1500100,1.617e-05
1,rules,68,high,10191.86,0,31.0,0,0.013193,0.03,0,0,0.0,1.896,1500100,9.62e-06
1,rules,69,high,6216.21,0,27.26,0,0.009052,0.03,0,0,0.0,1.633,1500100,1.33e-06
1,rules,70,high,2614.04,0,30.92,0,0.009399,0.03,0,0,0.0,1.891,1500100,2.829e-05
1,rules,71,low,46199.0,1,37.14,0,0.002279,0.01,0,0,0.0,2.425,12100,0.0001071
1,rules,72,low,58037.76,1,25.54,0,0.002867,0.01,0,0,0.0,1.525,12100,0.00013806
1,rules,73,high,4406.46,0,31.38,0,0.012801,0.03,0,0,0.0,1.926,1500100,6.86e-06
1,rules,74,low,46865.36,0,26.49,0,0.004079,0.01,0,0,0.0,1.583,1500100,2.003e-05
1,rules,75,medium,15193.85,1,26.36,0,0.007005,0.02,0,0,0.0,1.575,12100,1.037e-05
1,rules,76,low,74612.61,0,35.71,0,0.002369,0.01,0,0,0.0,2.29,1500100,0.00010749
1,rules,77,high,9481.95,0,36.12,0,0.012517,0.03,0,0,0.0,2.327,1500100,2.565e-05
1,rules,78,low,37478.68,0,30.42,0,0.003545,0.01,0,0,0.0,1.853,1500100,9.637e-05
1,rules,79,medium,14476.47,0,30.51,0,0.005225,0.02,0,0,0.0,1.86,1500100,2.59e-06
1,rules,80,medium,17736.05,0,29.52,0,0.006555,0.02,0,0,0.0,1.788,1500100,2.882e-05
1,rules,81,medium,26731.39,0,33.25,0,0.006622,0.02,0,0,0.0,2.075,1500100,8.3e-07
1,rules,82,high,7651.33,0,31.09,0,0.010859,0.03,0,0,0.0,1.903,1500100,1.042e-05
1,rules,83,high,8018.84,0,28.32,0,0.012829,0.03,0,0,0.0,1.703,1500100,7.89e-06
1,rules,84,high,208892.87,0,25.03,0,0.012159,0.03,1,0,0.0,1.493,1500100,8.133e-05
1,rules,85,medium,20966.05,1,32.03,0,0.005002,0.02,0,0,0.0,1.976,12100,8.21e-06
1,rules,86,medium,22081.87,0,36.29,0,0.004842,0.02,0,0,0.0,2.343,1500100,2.299e-05
1,rules,87,medium,14836.41,0,32.44,0,0.007159,0.02,0,0,0.0,2.009,1500100,2.09e-05
1,rules,88,low,45447.08,1,33.15,0,0.002932,0.01,0,0,0.0,2.067,12100,1.282e-05
1,rules,89,low,30675.51,1,31.61,0,0.003579,0.01,0,0,0.0,1.943,12100,5.48e-06
1,rules,90,high,17069.28,0,34.64,0,0.011712,0.03,0,0,0.0,2.194,1500100,4.86e-06
1,rules,91,low,8737.19,0,32.7,0,0.002915,0.01,0,0,0.0,2.03,1500100,8.505e-05
1,rules,92,medium,7999.4,0,32.21,0,0.00568,0.02,0,0,0.0,1.99,1500100,7.83e-06
1,rules,93,high,782.03,0,23.22,0,0.012093,0.03,0,0,0.0,1.389,1500100,2.027e-05
1,rules,94,medium,11965.75,1,30.57,0,0.006563,0.02,0,0,0.0,1.864,12100,7.84e-06
1,rules,95,medium,23142.47,1,39.09,0,0.005991,0.02,0,0,0.0,2.621,12100,2.631e-05
1,rules,96,low,43280.43,1,32.29,0,0.003102,0.01,0,0,0.0,1.997,12100,2.855e-05
1,rules,97,medium,15213.42,0,33.2,0,0.006251,0.02,0,0,0.0,2.071,1500100,3.211e-05
1,rules,98,high,8733.56,0,34.81,0,0.009287,0.03,0,0,0.0,2.209,1500100,2.87e-06
1,rules,99,medium,10534.28,0,33.13,0,0.006241,0.02,0,0,0.0,2.065,1500100,5.88e-06
1,rules,100,high,10559.67,0,33.8,0,0.012143,0.03,0,0,0.0,2.121,1500100,1.2e-07
1,rules,101,low,37543.6,1,34.0,0,0.003377,0.01,0,0,0.0,2.138,12100,3.748e-05
1,rules,102,low,129699.87,0,33.58,0,0.003271,0.01,1,0,0.0,2.103,1500100,0.00015916
1,rules,103,high,1885.29,0,28.06,0,0.012147,0.03,0,0,0.0,1.686,1500100,9.32e-06
1,rules,104,medium,19559.03,0,37.29,0,0.005717,0.02,0,0,0.0,2.439,1500100,2.433e-05
1,rules,105,low,133652.42,0,30.83,0,0.003073,0.01,1,0,0.0,1.884,1500100,0.00012634
1,rules,106,low,66654.53,1,22.62,0,0.002714,0.01,0,0,0.0,1.356,12100,0.00012729
1,rules,107,high,8412.16,0,30.38,0,0.008843,0.03,0,0,0.0,1.85,1500100,2.425e-05
1,rules,108,low,54457.31,1,36.17,0,0.002324,0.01,0,0,0.0,2.332,12100,0.00010255
1,rules,109,high,10598.04,0,39.28,0,0.013094,0.03,0,0,0.0,2.641,1500100,4.94e-06
1,rules,110,medium,13056.23,0,27.23,0,0.004469,0.02,0,0,0.0,1.631,1500100,7.43e-06
1,rules,111,low,62016.55,1,33.95,0,0.002721,0.01,0,0,0.0,2.134,12100,8.624e-05
1,rules,112,medium,9081.36,0,35.66,0,0.006896,0.02,0,0,0.0,2.285,1500100,2e-08
1,rules,113,medium,10935.72,0,34.21,0,0.005174,0.02,0,0,0.0,2.156,1500100,1.358e-05
1,rules,114,low,51571.66,1,36.01,0,0.002689,0.01,0,0,0.0,2.318,12100,5.118e-05
1,rules,115,low,38595.1,0,28.05,0,0.003085,0.01,0,0,0.0,1.685,1500100,7.5e-05
1,rules,116,high,4770.5,0,27.09,0,0.009948,0.03,0,0,0.0,1.622,1500100,1.435e-05
1,rules,117,low,53341.58,1,30.98,0,0.003573,0.01,0,0,0.0,1.895,12100,3.715e-05
1,rules,118,medium,13412.16,1,39.63,0,0.005478,0.02,0,0,0.0,2.678,12100,1.528e-05
1,rules,119,high,9454.98,0,28.44,0,0.012346,0.03,0,0,0.0,1.712,1500100,2.832e-05
2,rules,0,high,4112.34,0,38.03,0,0.012205,0.03,0,0,0.0,2.512,1500100,6.93e-06
2,rules,1,low,65249.66,1,33.08,0,0.002093,0.01,0,0,0.0,2.061,12100,9.968e-05
2,rules,2,high,6269.5,0,33.45,0,0.013525,0.03,0,0,0.0,2.092,1500100,5.14e-06
2,rules,3,high,9079.45,1,26.76,0,0.012919,0.03,0,0,0.0,1.6,12100,6.03e-06
2,rules,4,low,58423.46,1,32.91,0,0.002281,0.01,0,0,0.0,2.047,12100,1.147e-05
2,rules,5,low,55175.56,1,28.71,0,0.003338,0.01,0,0,0.0,1.73,12100,8.558e-05
2,rules,6,medium,12700.91,1,35.72,0,0.00545,0.02,0,0,0.0,2.29,12100,2.158e-05
2,rules,7,low,62411.44,1,37.34,0,0.003089,0.01,0,0,0.0,2.443,12100,6.568e-05
2,rules,8,medium,17024.37,1,33.23,0,0.00714,0.02,0,0,0.0,2.073,12100,1.738e-05
2,rules,9,medium,34997.38,1,31.46,0,0.003849,0.02,0,0,0.0,1.932,12100,3.13e-05
2,rules,10,high,5498.12,0,25.92,0,0.012076,0.03,0,0,0.0,1.548,1500100,1.172e-05
2,rules,11,medium,20614.49,1,36.91,0,0.006819,0.02,0,0,0.0,2.402,12100,1.7e-05
2,rules,12,high,8016.9,0,31.93,0,0.010209,0.03,0,0,0.0,1.968,1500100,2.447e-05
2,rules,13,high,14482.74,1,28.05,0,0.01372,0.03,0,0,0.0,1.685,12100,1.993e-05
2,rules,14,high,5853.73,0,27.14,0,0.016355,0.03,0,0,0.0,1.625,1500100,8.35e-06
2,rules,15,low,39731.36,0,37.64,0,0.003333,0.01,0,0,0.0,2.474,1500100,0.00014324
2,rules,16,low,40432.54,0,34.02,0,0.00409,0.01,0,0,0.0,2.14,1500100,2.329e-05
2,rules,17,low,51902.16,1,34.56,0,0.003496,0.01,0,0,0.0,2.187,12100,0.00010556
