run_id,config,incident_id,complexity,latency_s,success,workload,justified,alpha,noise_sigma
0,rules,67,low,67018.0,1,33.96,0,0.002851,0.01
0,rules,68,medium,18055.3,0,35.74,0,0.005988,0.02
0,rules,69,medium,15875.83,1,28.16,0,0.005065,0.02
0,rules,70,high,6155.42,1,31.5,0,0.01394,0.03
0,rules,71,medium,31355.17,1,31.16,0,0.00512,0.02
0,rules,72,low,58716.6,1,32.93,0,0.003386,0.01
0,rules,73,medium,31337.34,1,34.47,0,0.005986,0.02
0,rules,74,medium,18401.9,0,34.83,0,0.006723,0.02
0,rules,75,high,6160.59,0,26.0,0,0.012537,0.03
0,rules,76,low,40001.52,1,31.38,0,0.003665,0.01
0,rules,77,high,10836.18,0,28.23,0,0.0123,0.03
0,rules,78,low,51156.18,1,31.57,0,0.00304,0.01
0,rules,79,low,47201.8,1,29.48,0,0.002905,0.01
0,rules,80,low,49004.31,0,39.42,0,0.00272,0.01
0,rules,81,medium,19839.88,0,33.39,0,0.007464,0.02
0,rules,82,low,36784.18,1,32.51,0,0.003411,0.01
0,rules,83,medium,16221.12,0,21.81,0,0.007942,0.02
0,rules,84,low,40729.03,1,35.57,0,0.003,0.01
0,rules,85,low,41784.27,1,26.11,0,0.002768,0.01
0,rules,86,high,1486.66,0,38.84,0,0.010796,0.03
0,rules,87,high,6888.71,0,29.27,0,0.00717,0.03
0,rules,88,low,44324.62,1,28.44,0,0.003584,0.01
0,rules,89,high,3650.06,0,27.64,0,0.01232,0.03
0,rules,90,low,62680.58,1,33.08,0,0.002531,0.01
0,rules,91,medium,21269.28,0,33.07,0,0.006393,0.02
0,rules,92,low,44321.38,1,33.31,0,0.002897,0.01
0,rules,93,high,8669.94,0,33.4,0,0.013111,0.03
0,rules,94,medium,12287.87,1,33.74,0,0.00639,0.02
0,rules,95,high,5423.6,0,33.59,0,0.009394,0.03
0,rules,96,low,58736.94,1,31.79,0,0.002708,0.01
0,rules,97,high,3281.99,1,34.59,0,0.011695,0.03
0,rules,98,low,52248.6,0,33.88,0,0.002557,0.01
0,rules,99,low,55112.46,1,35.07,0,0.002859,0.01
0,rules,100,low,35326.33,1,39.45,0,0.00273,0.01
0,rules,101,low,48285.33,1,30.59,0,0.003135,0.01
0,rules,102,medium,12984.96,0,29.61,0,0.006027,0.02
0,rules,103,high,7245.84,0,31.25,0,0.012553,0.03
0,rules,104,medium,12274.36,1,29.41,0,0.00592,0.02
0,rules,105,low,53698.25,1,31.87,0,0.002412,0.01
0,rules,106,medium,31369.35,0,29.06,0,0.004191,0.02
0,rules,107,low,68436.1,1,33.2,0,0.002718,0.01
0,rules,108,high,8329.74,1,33.64,0,0.011832,0.03
0,rules,109,low,40376.6,1,32.75,0,0.003082,0.01
0,rules,110,medium,18043.54,1,25.63,0,0.00553,0.02
0,rules,111,low,67356.51,0,31.49,0,0.002911,0.01
0,rules,112,high,9025.9,0,31.89,0,0.014604,0.03
0,rules,113,high,9758.84,1,35.04,0,0.014013,0.03
0,rules,114,low,45050.4,1,33.52,0,0.002596,0.01
0,rules,115,low,43970.05,1,32.0,0,0.003891,0.01
0,rules,116,low,47201.24,1,34.85,0,0.003013,0.01
0,rules,117,high,5797.32,0,37.42,0,0.011832,0.03
0,rules,118,low,62697.7,1,28.55,0,0.002651,0.01
0,rules,119,high,11914.4,0,33.4,0,0.013031,0.03
1,rules,0,medium,16957.52,1,29.76,0,0.006678,0.02
1,rules,1,medium,18410.37,0,33.94,0,0.005907,0.02
1,rules,2,low,49365.91,1,30.66,0,0.003233,0.01
1,rules,3,high,3651.55,0,32.66,0,0.01471,0.03
1,rules,4,high,4364.15,0,30.76,0,0.014232,0.03
1,rules,5,high,4706.22,0,33.13,0,0.010658,0.03
1,rules,6,low,44314.33,1,27.78,0,0.003218,0.01
1,rules,7,low,50085.3,1,37.05,0,0.003298,0.01
1,rules,8,medium,11569.12,0,31.73,0,0.006458,0.02
1,rules,9,low,65915.34,1,36.24,0,0.002604,0.01
1,rules,10,low,54763.08,1,32.7,0,0.003405,0.01
1,rules,11,medium,16965.99,0,27.7,0,0.005281,0.02
1,rules,12,low,52596.78,1,26.67,0,0.002952,0.01
1,rules,13,high,3284.07,0,33.24,0,0.014827,0.03
1,rules,14,high,5453.08,0,34.86,0,0.009226,0.03
1,rules,15,low,40365.4,1,35.76,0,0.003204,0.01
1,rules,16,low,39629.82,1,37.46,0,0.003762,0.01
1,rules,17,high,12286.94,1,21.86,0,0.011638,0.03
1,rules,18,low,45394.32,1,38.19,0,0.00259,0.01
1,rules,19,medium,33524.45,1,27.96,0,0.005773,0.02
1,rules,20,medium,21278.6,1,35.27,0,0.005544,0.02
1,rules,21,low,45393.71,1,37.0,0,0.003638,0.01
1,rules,22,medium,16248.5,0,32.18,0,0.006336,0.02
1,rules,23,medium,22725.53,1,31.26,0,0.005789,0.02
1,rules,24,low,52607.37,1,31.76,0,0.002396,0.01
1,rules,25,medium,2924.62,1,29.91,0,0.00598,0.02
1,rules,26,low,51510.74,1,31.96,0,0.002728,0.01
1,rules,27,medium,11914.93,0,31.38,0,0.007546,0.02
1,rules,28,medium,23795.74,0,34.98,0,0.005635,0.02
1,rules,29,medium,14065.59,1,26.49,0,0.007588,0.02
1,rules,30,medium,16616.87,1,30.58,0,0.006847,0.02
1,rules,31,high,3294.26,0,39.02,0,0.010895,0.03
1,rules,32,low,70249.04,1,35.3,0,0.002023,0.01
1,rules,33,medium,23085.7,0,30.22,0,0.005445,0.02
1,rules,34,low,30292.47,1,38.58,0,0.00344,0.01
1,rules,35,high,3995.68,0,30.95,0,0.012169,0.03
1,rules,36,low,63759.43,1,32.69,0,0.002094,0.01
1,rules,37,medium,15884.04,1,28.13,0,0.003374,0.02
1,rules,38,high,4015.93,0,35.38,0,0.012207,0.03
1,rules,39,high,7603.39,0,33.38,0,0.009989,0.03
1,rules,40,low,47228.05,1,32.56,0,0.002723,0.01
1,rules,41,low,56208.89,1,30.88,0,0.002936,0.01
1,rules,42,high,4348.86,0,30.24,0,0.01179,0.03
1,rules,43,medium,19475.52,0,30.27,0,0.006129,0.02
1,rules,44,medium,15888.09,0,36.54,0,0.006074,0.02
1,rules,45,low,52244.8,0,37.32,0,0.003215,0.01
1,rules,46,high,2204.14,0,29.5,0,0.013868,0.03
1,rules,47,low,50447.85,1,32.06,0,0.002928,0.01
1,rules,48,high,10831.15,0,31.98,0,0.011826,0.03
1,rules,49,low,33885.17,1,26.27,0,0.003155,0.01
1,rules,50,high,7239.68,0,34.44,0,0.012565,0.03
1,rules,51,medium,18048.72,1,28.47,0,0.007076,0.02
1,rules,52,high,7238.97,0,33.68,0,0.013438,0.03
1,rules,53,medium,27767.36,0,25.13,0,0.005759,0.02
1,rules,54,high,12645.14,1,36.2,0,0.009274,0.03
1,rules,55,high,10121.43,0,33.39,0,0.012481,0.03
1,rules,56,medium,22736.07,1,28.2,0,0.006204,0.02
1,rules,57,medium,8661.83,0,35.15,0,0.005826,0.02
1,rules,58,low,66646.98,1,43.19,0,0.002417,0.01
1,rules,59,low,63415.18,1,25.35,0,0.002161,0.01
1,rules,60,low,66641.82,1,31.67,0,0.002123,0.01
1,rules,61,medium,5794.32,0,28.38,0,0.006291,0.02
1,rules,62,medium,10479.66,1,30.91,0,0.006219,0.02
1,rules,63,low,51516.5,1,28.32,0,0.002923,0.01
1,rules,64,low,66289.93,1,30.99,0,0.002918,0.01
1,rules,65,low,57637.32,1,36.55,0,0.002667,0.01
1,rules,66,medium,11561.93,0,31.71,0,0.006667,0.02
1,rules,67,high,5813.09,0,30.09,0,0.015568,0.03
1,rules,68,low,31009.01,1,26.73,0,0.003916,0.01
1,rules,69,low,31380.5,1,41.86,0,0.003332,0.01
1,rules,70,medium,18407.28,1,39.08,0,0.008436,0.02
1,rules,71,low,34236.86,1,29.96,0,0.002683,0.01
1,rules,72,high,7603.28,0,35.29,0,0.011123,0.03
1,rules,73,medium,14439.62,1,25.58,0,0.006432,0.02
1,rules,74,medium,20201.25,1,37.32,0,0.006843,0.02
1,rules,75,low,45391.05,1,29.41,0,0.003496,0.01
1,rules,76,high,4708.14,0,29.03,0,0.012129,0.03
1,rules,77,high,11920.68,0,33.3,0,0.008473,0.03
1,rules,78,medium,15892.53,0,35.51,0,0.007627,0.02
1,rules,79,medium,13367.58,1,31.23,0,0.008502,0.02
1,rules,80,medium,10483.74,1,33.26,0,0.00616,0.02
1,rules,81,high,2561.64,0,33.41,0,0.007427,0.03
1,rules,82,low,37488.19,1,36.25,0,0.002958,0.01
1,rules,83,high,6151.47,0,34.04,0,0.012379,0.03
1,rules,84,high,7955.39,0,22.4,0,0.01229,0.03
1,rules,85,low,51527.93,1,22.18,0,0.003514,0.01
1,rules,86,medium,24164.04,0,37.68,0,0.005392,0.02
1,rules,87,medium,23079.2,0,32.85,0,0.006367,0.02
1,rules,88,medium,19116.58,0,26.7,0,0.006681,0.02
1,rules,89,high,8681.14,0,33.92,0,0.012149,0.03
1,rules,90,medium,13717.17,1,31.84,0,0.006414,0.02
1,rules,91,medium,17340.73,0,32.91,0,0.006428,0.02
1,rules,92,medium,10838.28,1,34.57,0,0.007446,0.02
1,rules,93,high,4362.7,0,35.05,0,0.012341,0.03
1,rules,94,medium,15889.48,1,34.26,0,0.005735,0.02
1,rules,95,medium,8330.04,0,37.93,0,0.006324,0.02
1,rules,96,high,10829.17,1,33.81,0,0.01285,0.03
1,rules,97,low,48641.69,1,29.08,0,0.00343,0.01
1,rules,98,low,52962.86,1,24.42,0,0.002978,0.01
1,rules,99,low,56928.9,1,35.52,0,0.002415,0.01
1,rules,100,low,55489.62,1,33.01,0,0.002749,0.01
1,rules,101,high,11567.43,0,36.45,0,0.013918,0.03
1,rules,102,low,52955.15,1,28.24,0,0.002896,0.01
1,rules,103,medium,11923.94,0,26.5,0,0.004856,0.02
1,rules,104,low,35328.89,1,30.51,0,0.002918,0.01
1,rules,105,medium,26673.04,1,27.24,0,0.005398,0.02
1,rules,106,high,14448.07,0,35.43,0,0.014239,0.03
1,rules,107,low,37141.1,1,33.98,0,0.004389,0.01
1,rules,108,high,16963.89,0,33.49,0,0.008893,0.03
1,rules,109,low,57646.79,1,31.09,0,0.00244,0.01
1,rules,110,medium,11207.04,0,33.2,0,0.005502,0.02
1,rules,111,medium,10119.15,0,34.16,0,0.006018,0.02
1,rules,112,high,6156.0,0,37.21,0,0.010608,0.03
1,rules,113,low,57272.92,1,37.43,0,0.002179,0.01
1,rules,114,medium,16248.61,0,33.02,0,0.00721,0.02
1,rules,115,medium,13727.79,0,30.04,0,0.005724,0.02
1,rules,116,high,7960.81,0,33.44,0,0.010582,0.03
1,rules,117,medium,10841.71,1,33.42,0,0.004933,0.02
1,rules,118,high,15880.97,0,36.63,0,0.011264,0.03
1,rules,119,medium,15869.48,0,28.84,0,0.0054,0.02
2,rules,0,high,4006.01,0,33.82,0,0.012205,0.03
2,rules,1,low,44318.25,1,33.08,0,0.003253,0.01
2,rules,2,medium,34593.18,0,33.44,0,0.005558,0.02
2,rules,3,low,37478.28,1,36.45,0,0.003163,0.01
2,rules,4,low,34962.14,1,32.63,0,0.003746,0.01
2,rules,5,medium,18048.44,1,35.17,0,0.006109,0.02
2,rules,6,high,7606.69,0,27.44,0,0.012926,0.03
2,rules,7,medium,18394.37,1,30.37,0,0.006547,0.02
2,rules,8,medium,16961.07,1,38.37,0,0.007334,0.02
2,rules,9,medium,15530.56,0,29.75,0,0.006858,0.02
2,rules,10,low,72044.59,1,33.04,0,0.002394,0.01
2,rules,11,high,8678.98,0,34.58,0,0.00742,0.03
2,rules,12,high,10113.18,0,35.58,0,0.008255,0.03
2,rules,13,high,16256.34,0,36.85,0,0.012091,0.03
2,rules,14,medium,18396.41,0,39.16,0,0.005925,0.02
2,rules,15,medium,21288.36,0,24.6,0,0.005636,0.02
2,rules,16,medium,11565.76,1,38.16,0,0.007574,0.02
2,rules,17,medium,21277.44,1,29.63,0,0.005835,0.02
2,rules,18,low,49711.44,1,32.79,0,0.002938,0.01
2,rules,19,low,51545.59,1,30.91,0,0.002768,0.01
2,rules,20,high,14809.82,0,28.96,0,0.010414,0.03
2,rules,21,medium,12634.3,1,31.7,0,0.007242,0.02
2,rules,22,medium,23809.84,0,33.33,0,0.006816,0.02
2,rules,23,high,14790.2,1,28.64,0,0.013566,0.03
2,rules,24,medium,19122.05,1,37.09,0,0.005995,0.02
2,rules,25,medium,20556.02,0,29.61,0,0.006923,0.02
2,rules,26,low,36755.9,1,28.51,0,0.003445,0.01
2,rules,27,medium,17680.65,1,28.05,0,0.005207,0.02
2,rules,28,low,48996.45,1,25.35,0,0.00282,0.01
2,rules,29,high,6531.15,0,28.72,0,0.012599,0.03
2,rules,30,low,42523.58,1,33.91,0,0.002707,0.01
2,rules,31,medium,22724.07,1,31.44,0,0.007152,0.02
2,rules,32,high,9393.02,0,33.89,0,0.012895,0.03
2,rules,33,low,64834.15,1,31.23,0,0.002445,0.01
2,rules,34,low,38573.03,1,36.2,0,0.003694,0.01
2,rules,35,low,55129.49,1,36.42,0,0.002688,0.01
2,rules,36,medium,16613.25,0,39.41,0,0.006212,0.02
2,rules,37,medium,17677.84,0,33.59,0,0.005118,0.02
2,rules,38,medium,13361.03,0,34.65,0,0.005493,0.02
2,rules,39,low,51883.78,1,36.46,0,0.002989,0.01
2,rules,40,low,35683.92,1,29.33,0,0.003811,0.01
2,rules,41,high,10127.79,0,31.51,0,0.010402,0.03
2,rules,42,medium,21280.55,0,32.41,0,0.00552,0.02
2,rules,43,medium,17683.31,0,32.3,0,0.006023,0.02
2,rules,44,low,38557.8,1,32.83,0,0.00381,0.01
2,rules,45,medium,12638.96,1,35.65,0,0.005802,0.02
2,rules,46,low,53311.65,1,30.91,0,0.003181,0.01
2,rules,47,medium,17315.49,1,30.4,0,0.004368,0.02
2,rules,48,low,54401.15,1,23.78,0,0.003543,0.01
2,rules,49,high,2201.45,1,27.93,0,0.013517,0.03
2,rules,50,medium,15881.39,1,30.62,0,0.00664,0.02
2,rules,51,medium,14811.12,1,31.41,0,0.004925,0.02
2,rules,52,medium,16230.41,0,28.69,0,0.006231,0.02
2,rules,53,low,54774.12,1,29.61,0,0.002772,0.01
2,rules,54,medium,20912.66,1,30.65,0,0.006487,0.02
2,rules,55,low,35677.46,1,35.04,0,0.003166,0.01
2,rules,56,low,49360.59,1,31.36,0,0.00301,0.01
2,rules,57,low,47920.79,1,33.77,0,0.002985,0.01
2,rules,58,low,61251.45,1,34.64,0,0.003116,0.01
2,rules,59,medium,7601.56,0,28.13,0,0.005577,0.02
2,rules,60,low,45770.88,1,31.06,0,0.003532,0.01
2,rules,61,high,2218.0,0,27.43,0,0.01091,0.03
2,rules,62,medium,15154.0,1,32.18,0,0.007562,0.02
2,rules,63,high,5441.21,0,33.72,0,0.014155,0.03
2,rules,64,high,10834.81,0,30.66,0,0.011621,0.03
2,rules,65,high,7968.78,0,30.67,0,0.013642,0.03
2,rules,66,low,72397.82,0,36.5,0,0.002224,0.01
2,rules,67,medium,9029.28,1,28.18,0,0.006824,0.02
2,rules,68,high,5810.46,0,31.25,0,0.011264,0.03
2,rules,69,medium,8693.21,0,23.17,0,0.004289,0.02
2,rules,70,low,42514.71,1,34.81,0,0.003267,0.01
2,rules,71,high,13347.36,0,31.09,0,0.010358,0.03
2,rules,72,low,61601.22,1,27.7,0,0.002994,0.01
2,rules,73,high,8672.26,0,21.92,0,0.0133,0.03
2,rules,74,medium,27765.37,1,29.94,0,0.004446,0.02
2,rules,75,medium,19481.27,0,29.06,0,0.00458,0.02
2,rules,76,high,12296.46,1,41.52,0,0.012224,0.03
2,rules,77,low,39993.83,1,36.72,0,0.002495,0.01
2,rules,78,low,67001.0,1,35.25,0,0.002669,0.01
2,rules,79,low,56926.61,1,36.04,0,0.002772,0.01
2,rules,80,high,6868.19,0,30.39,0,0.011005,0.03
2,rules,81,medium,11902.93,1,38.0,0,0.006201,0.02
2,rules,82,medium,20570.52,0,29.65,0,0.005866,0.02
2,rules,83,medium,9050.91,0,27.12,0,0.006786,0.02
2,rules,84,high,9746.95,0,30.48,0,0.006339,0.03
2,rules,85,medium,4015.72,1,38.92,0,0.005272,0.02
2,rules,86,low,56557.16,1,36.43,0,0.002892,0.01
2,rules,87,high,15526.65,0,33.35,0,0.011893,0.03
2,rules,88,medium,16248.96,0,49.1,0,0.007542,0.02
2,rules,89,low,48269.56,1,35.32,0,0.002869,0.01
2,rules,90,medium,11208.13,0,30.26,0,0.005479,0.02
2,rules,91,high,3633.54,0,42.82,0,0.008907,0.03
2,rules,92,medium,11203.49,1,32.76,0,0.005383,0.02
2,rules,93,medium,38900.6,1,32.71,0,0.00371,0.02
2,rules,94,low,33876.19,1,40.06,0,0.002706,0.01
2,rules,95,low,59079.86,1,31.28,0,0.00269,0.01
2,rules,96,medium,15882.86,1,29.63,0,0.006524,0.02
2,rules,97,high,11913.92,1,31.11,0,0.013256,0.03
2,rules,98,medium,21637.28,0,23.94,0,0.003954,0.02
2,rules,99,medium,15168.27,0,24.83,0,0.007099,0.02
2,rules,100,medium,13008.67,0,32.04,0,0.005331,0.02
2,rules,101,medium,13711.27,1,27.4,0,0.006302,0.02
2,rules,102,medium,5803.22,0,28.25,0,0.005978,0.02
2,rules,103,high,6533.75,0,29.34,0,0.013989,0.03
2,rules,104,low,39637.82,0,40.09,0,0.003403,0.01
2,rules,105,low,66994.91,1,30.99,0,0.002627,0.01
2,rules,106,high,6516.94,0,39.42,0,0.012647,0.03
2,rules,107,low,50097.47,0,29.26,0,0.002914,0.01
2,rules,108,medium,10134.68,1,35.32,0,0.005443,0.02
2,rules,109,medium,13356.85,0,26.67,0,0.005911,0.02
2,rules,110,low,44329.93,1,28.39,0,0.002693,0.01
2,rules,111,high,4356.77,0,30.52,0,0.009574,0.03
2,rules,112,low,36418.36,0,29.52,0,0.00286,0.01
2,rules,113,low,30649.63,1,32.04,0,0.003887,0.01
2,rules,114,low,61959.97,0,29.01,0,0.001852,0.01
2,rules,115,high,5081.67,0,29.04,0,0.013689,0.03
2,rules,116,medium,15513.59,0,29.41,0,0.008111,0.02
2,rules,117,low,44680.78,1,28.48,0,0.002672,0.01
2,rules,118,high,10485.49,0,34.55,0,0.012615,0.03
2,rules,119,medium,22731.98,0,28.83,0,0.005823,0.02
3,rules,0,high,4715.24,0,34.53,0,0.010754,0.03
3,rules,1,medium,11930.32,0,35.9,0,0.00613,0.02
3,rules,2,medium,37829.17,1,30.85,0,0.004963,0.02
3,rules,3,high,8338.97,0,28.02,0,0.011155,0.03
3,rules,4,high,2572.73,0,33.25,0,0.012691,0.03
3,rules,5,low,58343.31,0,31.68,0,0.002643,0.01
3,rules,6,medium,23087.52,0,23.08,0,0.004516,0.02
3,rules,7,medium,17703.26,1,34.14,0,0.007262,0.02
3,rules,8,medium,20562.37,1,34.48,0,0.006476,0.02
3,rules,9,medium,8685.12,0,30.02,0,0.005259,0.02
3,rules,10,high,8676.5,0,40.49,0,0.014456,0.03
3,rules,11,medium,15144.33,0,33.39,0,0.005566,0.02
3,rules,12,medium,20564.18,0,30.38,0,0.004355,0.02
3,rules,13,low,31000.52,1,23.32,0,0.002335,0.01
3,rules,14,low,69886.04,1,35.93,0,0.002465,0.01
3,rules,15,high,7608.09,0,31.95,0,0.012588,0.03
3,rules,16,medium,7968.5,0,34.55,0,0.006195,0.02
3,rules,17,low,51515.68,1,33.11,0,0.00241,0.01
3,rules,18,medium,17321.07,0,37.06,0,0.007523,0.02
3,rules,19,low,58379.96,1,35.14,0,0.002605,0.01
3,rules,20,medium,33160.88,1,34.8,0,0.006206,0.02
3,rules,21,high,9766.52,0,29.41,0,0.01328,0.03
3,rules,22,low,36396.92,1,36.61,0,0.004228,0.01
3,rules,23,medium,22360.84,0,36.92,0,0.005281,0.02
3,rules,24,medium,29906.66,1,30.66,0,0.003732,0.02
3,rules,25,high,6872.08,1,29.52,0,0.014541,0.03
3,rules,26,medium,22365.24,0,30.37,0,0.004901,0.02
3,rules,27,low,47196.18,1,37.24,0,0.002877,0.01
3,rules,28,medium,22727.54,1,35.41,0,0.008195,0.02
3,rules,29,low,47227.74,1,30.96,0,0.003251,0.01
3,rules,30,low,43973.31,1,36.18,0,0.00306,0.01
3,rules,31,low,46840.88,1,30.87,0,0.002868,0.01
3,rules,32,low,44697.17,0,34.87,0,0.002856,0.01
3,rules,33,medium,12288.66,0,32.08,0,0.007806,0.02
3,rules,34,high,11918.17,0,32.61,0,0.010857,0.03
3,rules,35,low,49003.09,1,33.98,0,0.00353,0.01
3,rules,36,low,45047.5,1,35.07,0,0.003267,0.01
3,rules,37,medium,29548.77,0,33.52,0,0.004965,0.02
3,rules,38,low,37854.94,1,29.85,0,0.002594,0.01
3,rules,39,high,1137.64,1,28.5,0,0.012817,0.03
3,rules,40,high,8330.38,1,37.28,0,0.010225,0.03
3,rules,41,high,15523.29,0,27.34,0,0.009582,0.03
3,rules,42,low,42155.78,1,33.76,0,0.002827,0.01
3,rules,43,medium,19479.83,0,30.94,0,0.004778,0.02
3,rules,44,medium,16585.3,1,31.31,0,0.005621,0.02
3,rules,45,low,40717.15,1,32.13,0,0.003878,0.01
3,rules,46,low,7609.71,0,29.21,0,0.002572,0.01
3,rules,47,low,65921.64,0,34.53,0,0.002079,0.01
3,rules,48,high,8317.23,0,32.54,0,0.011171,0.03
3,rules,49,low,54757.51,1,33.44,0,0.002948,0.01
3,rules,50,low,46481.99,1,33.06,0,0.003576,0.01
3,rules,51,high,15873.22,0,34.69,0,0.012706,0.03
3,rules,52,medium,18763.13,0,28.7,0,0.004951,0.02
3,rules,53,medium,11195.21,1,36.34,0,0.006222,0.02
3,rules,54,low,45409.31,0,24.28,0,0.002534,0.01
3,rules,55,medium,13007.84,1,34.62,0,0.006403,0.02
3,rules,56,low,40706.45,1,33.1,0,0.003695,0.01
3,rules,57,medium,3653.03,1,24.3,0,0.006099,0.02
3,rules,58,medium,11201.27,0,36.94,0,0.006764,0.02
3,rules,59,low,48286.69,1,32.86,0,0.004022,0.01
3,rules,60,medium,15889.72,0,32.54,0,0.006218,0.02
3,rules,61,high,9745.79,0,30.83,0,0.01035,0.03
3,rules,62,low,4721.23,0,22.44,0,0.002861,0.01
3,rules,63,medium,34611.95,1,36.71,0,0.005677,0.02
3,rules,64,high,2196.42,0,33.59,0,0.014049,0.03
3,rules,65,high,1470.74,1,23.16,0,0.011963,0.03
3,rules,66,high,15892.31,0,33.62,0,0.013209,0.03
3,rules,67,low,47193.49,1,32.64,0,0.003149,0.01
3,rules,68,low,50072.16,1,31.04,0,0.00303,0.01
3,rules,69,high,13370.78,0,35.01,0,0.014725,0.03
3,rules,70,medium,15166.18,1,29.63,0,0.005479,0.02
3,rules,71,medium,15517.71,0,29.56,0,0.005137,0.02
3,rules,72,high,9753.68,0,30.24,0,0.012013,0.03
3,rules,73,high,3287.4,1,30.35,0,0.01059,0.03
3,rules,74,low,46495.55,1,23.38,0,0.00351,0.01
3,rules,75,medium,15167.22,1,35.76,0,0.006635,0.02
3,rules,76,medium,15881.61,1,25.37,0,0.007033,0.02
3,rules,77,low,56915.69,1,34.67,0,0.002951,0.01
3,rules,78,medium,10127.64,1,36.46,0,0.006782,0.02
3,rules,79,low,54050.64,1,32.05,0,0.003617,0.01
3,rules,80,low,58353.65,1,32.94,0,0.00311,0.01
3,rules,81,low,76355.61,1,32.03,0,0.002321,0.01
3,rules,82,medium,8676.14,0,21.08,0,0.005988,0.02
